CUSTOMCODE,LC2030MOD,evt_nick_mod,evt_name_mod,ipcc_soil_mod,soc_mod,total_mass_mod,tot_mass_mod,n20_em_mod,ch4_em_mod,gridcode14
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Sandy,27.126,604.512,302.256,0,0,1720
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,604.512,302.256,0,0,1095
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,HAC,31.657374,604.512,3.6,-4.626,0,4292
0,Wetland,Wetland,California Montane Riparian Systems,HAC,38.016,604.512,5.4,0,-6.6735,4300
4,Urban,Developed,California Montane Riparian Systems,HAC,38.016,604.512,14.4,0,0,4305
7,Orchard,Orchard,California Montane Riparian Systems,Wetland,38.412,604.512,30.744,-3.546,0,2486
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Wetland,49.446,604.512,302.256,0,0,2520
7,Orchard,Orchard,California Montane Riparian Systems,NA,21.168,604.512,30.744,-3.546,0,4677
7,Orchard,Orchard,California Montane Riparian Systems,LAC,30.528,604.512,30.744,-3.546,0,2497
11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,HAC,26.532,604.512,5.4,-4.41,0,2673
2,Grassland,Grassland,California Montane Riparian Systems,NA,27.126,604.512,3.6,-0.107982,0,2506
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,LAC,31.855176,604.512,3.6,-4.626,0,2585
2,Grassland,Grassland,California Montane Riparian Systems,Wetland,49.446,604.512,3.6,-0.107982,0,2525
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,7013
10,Rice,Rice,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,1.8,-0.5148,-7.866,7051
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,1558
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,992
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,1817
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,2320
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,1271
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,30.744,-3.546,0,561
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,3.6,-4.626,0,1161
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,HAC,26.532,0,5.4,-4.41,0,879
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,LAC,30.528,0,30.744,-3.546,0,671
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,904
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,1332
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,521
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,30.744,-3.546,0,1360
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,2273
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,1157
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,30.744,-3.546,0,3141
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,3859
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,3.6,-0.107982,0,2590
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,2393
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,2605
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,5.4,0,-6.6735,5469
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,3967
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,NA,18.252,0,5.4,-4.41,0,2648
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,2784
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,NA,22.504536,0,3.6,-4.626,0,3208
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,5.22,-1.638,0,3352
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,2625
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,30.744,-3.546,0,5445
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,5.22,-1.638,0,3325
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Sandy,22.504536,0,3.6,-4.626,0,2455
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,5.4,0,-6.6735,3894
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,5.22,-1.638,0,2479
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,5.4,0,-6.6735,4371
2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,371.106,3.6,-0.107982,0,4511
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,HAC,38.016,341.622,170.811,0,0,7234
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,341.622,170.811,0,0,7396
0,Wetland,Wetland,Western Cool Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,7248
5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,14.4,0,0,5923
10,Rice,Rice,Western Warm Temperate Developed Ruderal Grassland,HAC,31.657374,0,1.8,-0.5148,-7.866,7076
5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,14.4,0,0,5931
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,LAC,30.528,0,30.744,-3.546,0,687
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,Sandy,18.252,0,5.4,-4.41,0,1055
3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,1074
0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,5.4,0,-6.6735,1359
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,HAC,30.33,0,30.744,-3.546,0,187
8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,NA,21.168,0,5.22,-1.638,0,3493
3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,481
2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,1840
9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,Sandy,22.504536,0,3.6,-4.626,0,1257
9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,LAC,31.855176,0,3.6,-4.626,0,1307
3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,NA,27.126,0,3.6,-0.107982,0,3514
9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,Wetland,39.731292,0,3.6,-4.626,0,1308
2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,580
8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,HAC,30.33,0,5.22,-1.638,0,1238
0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,5.4,0,-6.6735,4170
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,HAC,26.532,0,5.4,-4.41,0,953
3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,1387
5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,14.4,0,0,4201
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,NA,21.168,0,30.744,-3.546,0,3590
3929,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,3.6,-0.107982,0,529
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,Wetland,33.39,0,5.4,-4.41,0,1213
2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,3.6,-0.107982,0,1445
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,LAC,21.564,0,5.4,-4.41,0,1207
2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,1334
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,Wetland,38.412,0,30.744,-3.546,0,725
5,Urban,Urban,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,14.4,0,0,4089
9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,HAC,31.657374,0,3.6,-4.626,0,510
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Grassland,Sandy,21.168,0,30.744,-3.546,0,728
0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,NA,27.126,0,5.4,0,-6.6735,4493
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Grassland,NA,18.252,0,5.4,-4.41,0,2714
8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,Sandy,21.168,0,5.22,-1.638,0,3368
4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,14.4,0,0,3832
8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,Wetland,38.412,0,5.22,-1.638,0,3150
4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,Wetland,49.446,0,14.4,0,0,2740
0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,5.4,0,-6.6735,3256
9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Grassland,NA,22.504536,0,3.6,-4.626,0,4327
4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,Sandy,27.126,0,14.4,0,0,3271
4,Urban,Developed,Western Warm Temperate Developed Ruderal Grassland,HAC,38.016,0,14.4,0,0,2766
2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Grassland,NA,27.126,0,3.6,-0.107982,0,3263
0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Grassland,LAC,36.18,0,5.4,0,-6.6735,2735
8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Grassland,LAC,30.528,0,5.22,-1.638,0,4886
3030,Forest,Mediterranean California Lower Montane Conifer Forest and Woodland,Mediterranean California Lower Montane Conifer Forest and Woodland,Sandy,27.126,528.62112,264.31056,0,0,1949
5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,LAC,36.18,0,14.4,0,0,5672
4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,Wetland,49.446,0,14.4,0,0,1389
4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,Sandy,27.126,0,14.4,0,0,1866
4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,LAC,36.18,0,14.4,0,0,1589
4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,HAC,38.016,0,14.4,0,0,1407
5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,Sandy,27.126,0,14.4,0,0,4521
5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,NA,27.126,0,14.4,0,0,5002
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Evergreen Forest,Wetland,33.39,0,5.4,-4.41,0,2726
5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,HAC,38.016,0,14.4,0,0,5415
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Evergreen Forest,HAC,26.532,0,5.4,-4.41,0,5326
5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,Wetland,49.446,0,14.4,0,0,5332
4,Urban,Developed,Western Warm Temperate Urban Evergreen Forest,NA,27.126,0,14.4,0,0,2494
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Evergreen Forest,Sandy,18.252,0,5.4,-4.41,0,5276
5,Urban,Urban,Western Warm Temperate Urban Evergreen Forest,HAC,38.016,0,14.4,0,0,5556
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,6618
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,6156
5,Urban,Urban,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,7175
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,5.4,0,-6.6735,7203
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,30.744,-3.546,0,6016
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,5.4,0,-6.6735,6986
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,5764
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,1185
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,30.744,-3.546,0,1796
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,3423
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,HAC,26.532,0,5.4,-4.41,0,3564
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,4127
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,3989
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,3798
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,5.4,0,-6.6735,5295
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,5307
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,3239
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,3230
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Sandy,22.504536,0,3.6,-4.626,0,3872
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,30.744,-3.546,0,3129
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,30.744,-3.546,0,5151
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,5.4,0,-6.6735,4505
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,5106
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,3.6,-4.626,0,4871
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,4894
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,NA,18.252,0,5.4,-4.41,0,5524
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,4232
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,2683
5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,LAC,36.18,0,14.4,0,0,5673
4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,Sandy,27.126,0,14.4,0,0,1072
4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,HAC,38.016,0,14.4,0,0,478
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,HAC,26.532,0,5.4,-4.41,0,3599
4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,LAC,36.18,0,14.4,0,0,1240
4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,Wetland,49.446,0,14.4,0,0,1411
5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,Sandy,27.126,0,14.4,0,0,4035
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,LAC,21.564,0,5.4,-4.41,0,1623
4,Urban,Developed,Western Warm Temperate Urban Mixed Forest,NA,27.126,0,14.4,0,0,2471
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,Sandy,18.252,0,5.4,-4.41,0,2830
5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,Wetland,49.446,0,14.4,0,0,5521
5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,HAC,38.016,0,14.4,0,0,4940
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Urban Mixed Forest,Wetland,33.39,0,5.4,-4.41,0,2727
5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,Wetland,49.446,0,14.4,0,0,5375
5,Urban,Urban,Western Warm Temperate Urban Mixed Forest,NA,27.126,0,14.4,0,0,4977
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,5.4,0,-6.6735,6531
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,5.4,0,-6.6735,7276
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,3.6,-0.107982,0,2073
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,NA,22.504536,293.094,3.6,-4.626,0,3871
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,3.6,-0.107982,0,3905
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,3.6,-0.107982,0,2701
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,3.6,-0.107982,0,4750
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,146.547,0,0,3938
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,5800
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,5.22,-1.638,0,7108
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,7559
10,Rice,Rice,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,1.8,-0.5148,-7.866,7058
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,1043
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,1728
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,1605
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,1816
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,543
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,880
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,1089
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,HAC,26.532,0,5.4,-4.41,0,875
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,2309
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,5.4,0,-6.6735,573
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Sandy,22.504536,0,3.6,-4.626,0,1585
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,927
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,1782
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,LAC,30.528,0,30.744,-3.546,0,681
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,1798
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,30.744,-3.546,0,532
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,NA,18.252,0,5.4,-4.41,0,2649
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,3.6,-0.107982,0,2577
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,30.744,-3.546,0,2523
5,Urban,Urban,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,4800
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,4528
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,5.4,0,-6.6735,5475
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,2546
5,Urban,Urban,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,4783
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,3219
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,30.744,-3.546,0,3189
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,3769
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,5.4,0,-6.6735,4452
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,5.22,-1.638,0,3169
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,30.744,-3.546,0,3046
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,3.6,-4.626,0,2466
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,5.22,-1.638,0,3293
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,5.4,0,-6.6735,3244
