CUSTOMCODE,LC2030MOD,evt_nick_mod,evt_name_mod,ipcc_soil_mod,soc_mod,total_mass_mod,tot_mass_mod,n20_em_mod,ch4_em_mod,gridcode14
2,Grassland,Grassland,California Mesic Chaparral,NA,27.126,274.518,3.6,-0.107982,0,4235
9,Annual Cropland,Annual Cropland,California Mesic Chaparral,HAC,31.657374,274.518,3.6,-4.626,0,5177
3924,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,NA,27.126,0,3.6,-0.107982,0,7355
7,Orchard,Orchard,Western Cool Temperate Developed Ruderal Grassland,Sandy,21.168,0,30.744,-3.546,0,398
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,392
3924,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,355
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,HAC,38.016,0,3.6,-0.107982,0,432
9,Annual Cropland,Annual Cropland,Western Cool Temperate Developed Ruderal Grassland,Sandy,22.504536,0,3.6,-4.626,0,1979
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,Wetland,49.446,0,3.6,-0.107982,0,2287
11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Developed Ruderal Grassland,LAC,21.564,0,5.4,-4.41,0,2216
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,2293
2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,NA,27.126,0,3.6,-0.107982,0,626
3924,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,Sandy,27.126,0,3.6,-0.107982,0,419
3924,Grassland,Grassland,Western Cool Temperate Developed Ruderal Grassland,LAC,36.18,0,3.6,-0.107982,0,2022
9,Annual Cropland,Annual Cropland,Western Cool Temperate Developed Ruderal Grassland,HAC,31.657374,0,3.6,-4.626,0,1027
9,Annual Cropland,Annual Cropland,Western Cool Temperate Developed Ruderal Grassland,LAC,31.855176,0,3.6,-4.626,0,2211
7,Orchard,Orchard,Western Cool Temperate Developed Ruderal Grassland,HAC,30.33,0,30.744,-3.546,0,368
3967,Grassland,Grassland,Western Cool Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,1353
3029,Forest,Mediterranean California Mixed Oak Woodland,Mediterranean California Mixed Oak Woodland,HAC,38.016,392.33484,196.16742,0,0,7663
3927,Annual Cropland,Western Warm Temperate Developed Ruderal Mixed Forest,Western Warm Temperate Developed Ruderal Mixed Forest,HAC,31.657374,0,3.6,-4.626,0,7648
4,Urban,Developed,California Mesic Chaparral,Sandy,27.126,274.518,14.4,0,0,1942
7,Orchard,Orchard,California Mesic Chaparral,Sandy,21.168,274.518,30.744,-3.546,0,2078
3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,Sandy,27.126,274.518,137.259,0,0,1216
2,Grassland,Grassland,California Mesic Chaparral,NA,27.126,274.518,3.6,-0.107982,0,502
0,Wetland,Wetland,California Mesic Chaparral,Sandy,27.126,274.518,5.4,0,-6.6735,2238
9,Annual Cropland,Annual Cropland,California Mesic Chaparral,HAC,31.657374,274.518,3.6,-4.626,0,1811
2,Grassland,Grassland,California Mesic Chaparral,HAC,38.016,274.518,3.6,-0.107982,0,612
3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,HAC,38.016,274.518,137.259,0,0,1296
3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,NA,27.126,274.518,137.259,0,0,2209
3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,LAC,36.18,274.518,137.259,0,0,1340
9,Annual Cropland,Annual Cropland,California Mesic Chaparral,Sandy,22.504536,274.518,3.6,-4.626,0,1664
2,Grassland,Grassland,California Mesic Chaparral,LAC,36.18,274.518,3.6,-0.107982,0,1752
2,Grassland,Grassland,California Mesic Chaparral,Sandy,27.126,274.518,3.6,-0.107982,0,1329
2,Grassland,Grassland,Pacific Coastal Marsh Systems,HAC,38.016,26.676,3.6,-0.107982,0,6598
2,Grassland,Grassland,Pacific Coastal Marsh Systems,Sandy,27.126,26.676,3.6,-0.107982,0,6236
0,Wetland,Wetland,Pacific Coastal Marsh Systems,HAC,38.016,26.676,5.4,0,-6.6735,6723
0,Wetland,Wetland,Pacific Coastal Marsh Systems,Sandy,27.126,26.676,5.4,0,-6.6735,6126
2,Grassland,Grassland,Pacific Coastal Marsh Systems,Wetland,49.446,26.676,3.6,-0.107982,0,6581
2,Grassland,Grassland,Pacific Coastal Marsh Systems,LAC,36.18,26.676,3.6,-0.107982,0,5292
0,Wetland,Wetland,Pacific Coastal Marsh Systems,LAC,36.18,26.676,5.4,0,-6.6735,5277
0,Wetland,Wetland,Pacific Coastal Marsh Systems,Wetland,49.446,26.676,5.4,0,-6.6735,4627
3921,Urban,Western Cool Temperate Developed Ruderal Evergreen Forest,Western Cool Temperate Developed Ruderal Evergreen Forest,Sandy,27.126,0,14.4,0,0,2295
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Mixed Forest,Sandy,21.168,0,30.744,-3.546,0,4237
3029,Forest,Mediterranean California Mixed Oak Woodland,Mediterranean California Mixed Oak Woodland,HAC,38.016,526.30776,263.15388,0,0,6771
2,Grassland,Grassland,Mediterranean California Mixed Oak Woodland,NA,27.126,515.988,3.6,-0.107982,0,3970
2,Grassland,Grassland,California Mesic Chaparral,Sandy,27.126,274.518,3.6,-0.107982,0,1547
4,Urban,Developed,Quarries-Strip Mines-Gravel Pits,NA,27.126,0,14.4,0,0,7224
4,Urban,Developed,Quarries-Strip Mines-Gravel Pits,LAC,36.18,0,14.4,0,0,7220
4,Urban,Developed,Quarries-Strip Mines-Gravel Pits,HAC,38.016,0,14.4,0,0,7222
4,Urban,Developed,Quarries-Strip Mines-Gravel Pits,Sandy,27.126,0,14.4,0,0,5555
0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,5.4,0,-6.6735,5996
0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,5.4,0,-6.6735,5109
7,Orchard,Orchard,California Montane Riparian Systems,NA,21.168,356.994,30.744,-3.546,0,1968
7,Orchard,Orchard,California Montane Riparian Systems,LAC,30.528,356.994,30.744,-3.546,0,833
2,Grassland,Grassland,California Montane Riparian Systems,LAC,36.18,356.994,3.6,-0.107982,0,66
0,Wetland,Wetland,California Montane Riparian Systems,HAC,38.016,356.994,5.4,0,-6.6735,1462
7,Orchard,Orchard,California Montane Riparian Systems,Sandy,21.168,356.994,30.744,-3.546,0,2220
8,Vineyard,Vineyard,California Montane Riparian Systems,HAC,30.33,356.994,5.22,-1.638,0,1197
2,Grassland,Grassland,California Montane Riparian Systems,NA,27.126,356.994,3.6,-0.107982,0,304
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Sandy,27.126,356.994,178.497,0,0,269
0,Wetland,Wetland,California Montane Riparian Systems,Sandy,27.126,356.994,5.4,0,-6.6735,2003
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,HAC,38.016,356.994,178.497,0,0,38
7,Orchard,Orchard,California Montane Riparian Systems,HAC,30.33,356.994,30.744,-3.546,0,174
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,HAC,31.657374,356.994,3.6,-4.626,0,986
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,356.994,178.497,0,0,1132
11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,HAC,26.532,356.994,5.4,-4.41,0,859
2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,356.994,3.6,-0.107982,0,51
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,LAC,36.18,356.994,178.497,0,0,258
2,Grassland,Grassland,California Montane Riparian Systems,Sandy,27.126,356.994,3.6,-0.107982,0,254
11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,Sandy,18.252,356.994,5.4,-4.41,0,1400
11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,LAC,21.564,356.994,5.4,-4.41,0,1577
7,Orchard,Orchard,California Montane Riparian Systems,Wetland,38.412,356.994,30.744,-3.546,0,4509
8,Vineyard,Vineyard,California Montane Riparian Systems,Wetland,38.412,356.994,5.22,-1.638,0,4433
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Wetland,49.446,356.994,178.497,0,0,4388
2,Grassland,Grassland,California Montane Riparian Systems,Wetland,49.446,356.994,3.6,-0.107982,0,2454
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,LAC,31.855176,356.994,3.6,-4.626,0,5558
11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,HAC,26.532,465.246,5.4,-4.41,0,1439
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,465.246,232.623,0,0,1734
2,Grassland,Grassland,California Montane Riparian Systems,Sandy,27.126,465.246,3.6,-0.107982,0,458
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,HAC,38.016,465.246,232.623,0,0,827
2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,465.246,3.6,-0.107982,0,212
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Sandy,27.126,465.246,232.623,0,0,2121
7,Orchard,Orchard,California Montane Riparian Systems,HAC,30.33,465.246,30.744,-3.546,0,233
7,Orchard,Orchard,California Montane Riparian Systems,Wetland,38.412,465.246,30.744,-3.546,0,1105
2,Grassland,Grassland,California Montane Riparian Systems,Wetland,49.446,465.246,3.6,-0.107982,0,1093
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,HAC,31.657374,465.246,3.6,-4.626,0,1077
7,Orchard,Orchard,California Montane Riparian Systems,LAC,30.528,465.246,30.744,-3.546,0,5609
2,Grassland,Grassland,California Montane Riparian Systems,LAC,36.18,465.246,3.6,-0.107982,0,3125
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,LAC,36.18,465.246,232.623,0,0,3122
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,Wetland,39.731292,465.246,3.6,-4.626,0,3809
2,Grassland,Grassland,California Montane Riparian Systems,NA,27.126,465.246,3.6,-0.107982,0,2750
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Wetland,49.446,465.246,232.623,0,0,2519
7,Orchard,Orchard,California Montane Riparian Systems,LAC,30.528,462.096,30.744,-3.546,0,6381
8,Vineyard,Vineyard,California Montane Riparian Systems,HAC,30.33,462.096,5.22,-1.638,0,1330
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,HAC,31.657374,462.096,3.6,-4.626,0,1714
2,Grassland,Grassland,California Montane Riparian Systems,Wetland,49.446,462.096,3.6,-0.107982,0,4087
7,Orchard,Orchard,California Montane Riparian Systems,HAC,30.33,462.096,30.744,-3.546,0,1491
2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,462.096,3.6,-0.107982,0,147
2,Grassland,Grassland,California Montane Riparian Systems,Sandy,27.126,462.096,3.6,-0.107982,0,4489
2,Grassland,Grassland,California Montane Riparian Systems,NA,27.126,462.096,3.6,-0.107982,0,4426
2,Grassland,Grassland,California Montane Riparian Systems,LAC,36.18,462.096,3.6,-0.107982,0,3942
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,LAC,36.18,421.992,210.996,0,0,6619
2,Grassland,Grassland,California Montane Riparian Systems,Sandy,27.126,421.992,3.6,-0.107982,0,4122
2,Grassland,Grassland,California Montane Riparian Systems,HAC,38.016,421.992,3.6,-0.107982,0,104
2,Grassland,Grassland,California Montane Riparian Systems,LAC,36.18,421.992,3.6,-0.107982,0,623
7,Orchard,Orchard,California Montane Riparian Systems,LAC,30.528,421.992,30.744,-3.546,0,812
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,LAC,31.855176,421.992,3.6,-4.626,0,1555
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Sandy,27.126,421.992,210.996,0,0,2055
7,Orchard,Orchard,California Montane Riparian Systems,HAC,30.33,421.992,30.744,-3.546,0,181
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,NA,27.126,421.992,210.996,0,0,1987
8,Vineyard,Vineyard,California Montane Riparian Systems,HAC,30.33,421.992,5.22,-1.638,0,1426
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,HAC,38.016,421.992,210.996,0,0,863
9,Annual Cropland,Annual Cropland,California Montane Riparian Systems,HAC,31.657374,421.992,3.6,-4.626,0,977
3152,Forest,California Montane Riparian Systems,California Montane Riparian Systems,Wetland,49.446,421.992,210.996,0,0,4550
2,Grassland,Grassland,California Montane Riparian Systems,Wetland,49.446,421.992,3.6,-0.107982,0,2621
2,Grassland,Grassland,California Montane Riparian Systems,NA,27.126,421.992,3.6,-0.107982,0,2500
7,Orchard,Orchard,California Montane Riparian Systems,NA,21.168,421.992,30.744,-3.546,0,4597
0,Wetland,Wetland,California Montane Riparian Systems,HAC,38.016,421.992,5.4,0,-6.6735,4649
11,Irrigated Pasture,Irrigated Pasture,California Montane Riparian Systems,HAC,26.532,421.992,5.4,-4.41,0,5097
8,Vineyard,Vineyard,California Montane Riparian Systems,Wetland,38.412,421.992,5.22,-1.638,0,4459
7,Orchard,Orchard,California Montane Riparian Systems,Wetland,38.412,421.992,30.744,-3.546,0,4409
2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Evergreen Forest,HAC,38.016,0,3.6,-0.107982,0,7205
7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Evergreen Forest,Wetland,38.412,0,30.744,-3.546,0,1172
10,Rice,Rice,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,1.8,-0.5148,-7.866,6184
10,Rice,Rice,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,1.8,-0.5148,-7.866,7072
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,14.4,0,0,2050
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,512
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,4079
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,30.744,-3.546,0,605
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Wetland,39.731292,0,3.6,-4.626,0,1758
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,1656
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Wetland,33.39,0,5.4,-4.41,0,1757
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,30.744,-3.546,0,381
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,544
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,30.744,-3.546,0,2308
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,LAC,30.528,0,30.744,-3.546,0,672
7,Orchard,Orchard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,30.744,-3.546,0,1560
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,4148
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,Sandy,22.504536,0,3.6,-4.626,0,1561
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,5.4,0,-6.6735,1699
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,LAC,30.528,0,5.22,-1.638,0,3420
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,3.6,-0.107982,0,2001
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,NA,21.168,0,5.22,-1.638,0,3418
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,LAC,31.855176,0,3.6,-4.626,0,1361
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,HAC,26.532,0,5.4,-4.41,0,896
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,LAC,21.564,0,5.4,-4.41,0,881
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,HAC,31.657374,0,3.6,-4.626,0,1168
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,Sandy,18.252,0,5.4,-4.41,0,1044
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,3.6,-0.107982,0,1676
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,3.6,-0.107982,0,2591
5,Urban,Urban,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,4804
5,Urban,Urban,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,14.4,0,0,5537
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,HAC,38.016,0,5.4,0,-6.6735,3214
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,3.6,-0.107982,0,2568
9,Annual Cropland,Annual Cropland,Western Warm Temperate Pasture and Hayland,NA,22.504536,0,3.6,-4.626,0,2567
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Sandy,21.168,0,5.22,-1.638,0,3284
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,5.4,0,-6.6735,3211
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,2566
1,Water,Water,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,0,0,0,3182
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,NA,27.126,0,5.4,0,-6.6735,3946
3987,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,3.6,-0.107982,0,2558
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Pasture and Hayland,NA,18.252,0,5.4,-4.41,0,2977
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,HAC,30.33,0,5.22,-1.638,0,4766
0,Wetland,Wetland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,5.4,0,-6.6735,2439
4,Urban,Developed,Western Warm Temperate Pasture and Hayland,LAC,36.18,0,14.4,0,0,2700
5,Urban,Urban,Western Warm Temperate Pasture and Hayland,Sandy,27.126,0,14.4,0,0,4780
8,Vineyard,Vineyard,Western Warm Temperate Pasture and Hayland,Wetland,38.412,0,5.22,-1.638,0,2907
2,Grassland,Grassland,Western Warm Temperate Pasture and Hayland,Wetland,49.446,0,3.6,-0.107982,0,2333
7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,6009
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Wetland,33.39,0,5.4,-4.41,0,6331
3980,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,7452
2,Grassland,Grassland,Western Warm Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,6615
11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Sandy,18.252,0,5.4,-4.41,0,5762
4,Urban,Developed,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,6603
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Wetland,39.731292,0,3.6,-4.626,0,6201
0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,6505
7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,3596
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,3853
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,5185
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,HAC,31.657374,0,3.6,-4.626,0,4704
7,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,4981
7,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,5056
2,Grassland,Grassland,California Mesic Chaparral,HAC,38.016,274.518,3.6,-0.107982,0,4251
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,127.17,63.585,0,0,1441
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,HAC,31.657374,127.17,3.6,-4.626,0,1039
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,6059
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,5679
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,6090
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,14.4,0,0,6368
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5683
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,HAC,30.33,293.094,5.22,-1.638,0,1164
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,HAC,30.33,293.094,30.744,-3.546,0,155
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,3455
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,3.6,-0.107982,0,198
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,3.6,-0.107982,0,21
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,NA,21.168,293.094,30.744,-3.546,0,3984
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,Sandy,21.168,293.094,30.744,-3.546,0,1847
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,HAC,31.657374,293.094,3.6,-4.626,0,470
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,LAC,21.564,293.094,5.4,-4.41,0,1583
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,NA,18.252,293.094,5.4,-4.41,0,815
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,5.4,0,-6.6735,3981
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,Sandy,22.504536,293.094,3.6,-4.626,0,1846
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,146.547,0,0,35
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,3.6,-0.107982,0,83
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,LAC,30.528,293.094,30.744,-3.546,0,733
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,Wetland,39.731292,293.094,3.6,-4.626,0,1135
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,146.547,0,0,11
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,3.6,-0.107982,0,2
7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,Wetland,38.412,293.094,30.744,-3.546,0,373
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,LAC,31.855176,293.094,3.6,-4.626,0,1554
4,Urban,Developed,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,14.4,0,0,537
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,146.547,0,0,13
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,HAC,26.532,293.094,5.4,-4.41,0,108
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,5.4,0,-6.6735,1934
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,146.547,0,0,276
9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,NA,22.504536,293.094,3.6,-4.626,0,941
2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,3.6,-0.107982,0,1
3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,146.547,0,0,429
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,5.4,0,-6.6735,522
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,LAC,30.528,293.094,5.22,-1.638,0,1533
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,Wetland,33.39,293.094,5.4,-4.41,0,3921
11,Irrigated Pasture,Irrigated Pasture,Northern and Central California Dry-Mesic Chaparral,Sandy,18.252,293.094,5.4,-4.41,0,3930
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,Sandy,21.168,293.094,5.22,-1.638,0,3108
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4700
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4603
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,5.4,0,-6.6735,4346
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4665
5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,14.4,0,0,4581
0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,5.4,0,-6.6735,4247
8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,Wetland,38.412,293.094,5.22,-1.638,0,4411
7,Orchard,Orchard,Western Cool Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,7421
3029,Forest,Mediterranean California Mixed Oak Woodland,Mediterranean California Mixed Oak Woodland,HAC,38.016,583.5726,291.7863,0,0,6795
2,Grassland,Grassland,Western Warm Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,7086
0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,7091
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,HAC,31.657374,0,3.6,-4.626,0,7037
7,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,7547
0,Wetland,Wetland,Western Warm Temperate Orchard,Wetland,49.446,0,5.4,0,-6.6735,6148
7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,2298
7,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,2297
7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,2999
9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Wetland,39.731292,0,3.6,-4.626,0,3287
2,Grassland,Grassland,Western Warm Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,2570
8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,3308
4,Urban,Developed,Western Warm Temperate Orchard,Wetland,49.446,0,14.4,0,0,4429
0,Wetland,Wetland,Western Warm Temperate Orchard,Sandy,27.126,0,5.4,0,-6.6735,5421
2,Grassland,Grassland,Western Warm Temperate Orchard,Wetland,49.446,0,3.6,-0.107982,0,3127
