OID_,AREA_HA,CUSTOMCODE,LANDCOVER_,EVT_NICK,EVT_NAME,IPCC_SOIL,SOC,TOTAL_MASS,TOT_MASS,N2O_EMISSI,CH4_EMISSI,gridcode14
,4.23,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,5.4,0,-6.6735,5344
,170.01,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,3.6,-0.107982,0,3019
,5.58,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,3.6,-0.107982,0,3036
,1.53,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,26.532,26.676,5.4,-4.41,0,2978
,7.11,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,3.6,-0.107982,0,2964
,22.23,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,26.676,3.6,-0.107982,0,3167
,49.77,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,5.4,0,-6.6735,3698
,18.36,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,26.676,5.4,0,-6.6735,5046
,3.69,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,38.412,26.676,30.744,-3.546,0,4500
,0.18,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,21.168,26.676,30.744,-3.546,0,4531
,0.09,5,Urban,Urban,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,14.4,0,0,4736
,12.06,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,39.731292,26.676,3.6,-4.626,0,4870
,0.18,8,Vineyard,Vineyard,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,30.33,26.676,5.22,-1.638,0,4465
,95.67,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,5.4,0,-6.6735,4385
,1.26,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,30.528,26.676,30.744,-3.546,0,5053
,21.78,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,22.504536,26.676,3.6,-4.626,0,4656
,0.09,4,Urban,Developed,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,20.412,14.4,0,0,6045
,0.63,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,20.412,5.4,0,-6.6735,5928
,1.53,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,20.412,3.6,-0.107982,0,2070
,0.45,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,38.412,20.412,30.744,-3.546,0,4139
,63.99,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,20.412,3.6,-0.107982,0,1094
,0.36,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,20.412,3.6,-0.107982,0,3551
,0.09,4,Urban,Developed,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,20.412,14.4,0,0,3995
,2.25,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,21.168,20.412,30.744,-3.546,0,3505
,11.34,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,20.412,3.6,-0.107982,0,3528
,0.09,8,Vineyard,Vineyard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,21.168,20.412,5.22,-1.638,0,3480
,8.01,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,20.412,5.4,0,-6.6735,3552
,0.27,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,20.412,3.6,-0.107982,0,3535
,1.35,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,20.412,3.6,-0.107982,0,1002
,0.18,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,21.168,20.412,30.744,-3.546,0,4065
,0.09,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,31.855176,20.412,3.6,-4.626,0,2234
,1.8,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,20.412,5.4,0,-6.6735,5480
,10.53,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,20.412,3.6,-0.107982,0,2841
,0.18,5,Urban,Urban,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,20.412,14.4,0,0,5228
,1.35,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,30.33,20.412,30.744,-3.546,0,2985
,0.09,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,18.252,20.412,5.4,-4.41,0,3884
,2.97,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,22.504536,20.412,3.6,-4.626,0,3206
,4.23,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,31.657374,20.412,3.6,-4.626,0,3200
,7.29,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,20.412,5.4,0,-6.6735,4382
,54.18,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,20.412,5.4,0,-6.6735,4291
,0.09,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,30.528,20.412,30.744,-3.546,0,5086
,0.09,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,26.532,20.412,5.4,-4.41,0,3113
,0.72,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,39.731292,20.412,3.6,-4.626,0,4374
,1.89,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,20.412,3.6,-0.107982,0,2583
,0.72,0,Wetland,Wetland,Pacific Coastal Marsh Systems,Wetland,49.446,35.388,5.4,0,-6.6735,6580
,0.09,2,Grassland,Grassland,Pacific Coastal Marsh Systems,Sandy,27.126,35.388,3.6,-0.107982,0,6167
,0.27,0,Wetland,Wetland,Pacific Coastal Marsh Systems,HAC,38.016,35.388,5.4,0,-6.6735,6541
,0.09,2,Grassland,Grassland,Pacific Coastal Marsh Systems,Wetland,49.446,35.388,3.6,-0.107982,0,6435
,0.18,2,Grassland,Grassland,Pacific Coastal Marsh Systems,HAC,38.016,35.388,3.6,-0.107982,0,5238
,0.18,0,Wetland,Wetland,Pacific Coastal Marsh Systems,Sandy,27.126,35.388,5.4,0,-6.6735,4552
,0.18,3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,430.21152,215.10576,0,0,7487
,0.09,3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,NA,27.126,421.776,210.888,0,0,7099
,3.87,2,Grassland,Grassland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,38.016,421.776,3.6,-0.107982,0,177
,0.27,9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,HAC,31.657374,421.776,3.6,-4.626,0,1490
,0.72,7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,HAC,30.33,421.776,30.744,-3.546,0,453
,0.09,7,Orchard,Orchard,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,21.168,421.776,30.744,-3.546,0,4320
,0.45,9,Annual Cropland,Annual Cropland,California Lower Montane Foothill Pine Woodland and Savanna,Sandy,22.504536,421.776,3.6,-4.626,0,4387
,1.35,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,33.39,26.676,5.4,-4.41,0,6520
,0.09,5,Urban,Urban,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,14.4,0,0,5901
,0.09,8,Vineyard,Vineyard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,38.412,26.676,5.22,-1.638,0,6888
,0.09,5,Urban,Urban,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,14.4,0,0,5892
,0.45,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,3.6,-0.107982,0,6298
,0.27,4,Urban,Developed,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,14.4,0,0,6789
,0.36,4,Urban,Developed,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,14.4,0,0,6933
,1937.43,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,3.6,-0.107982,0,1102
,13.23,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,3.6,-0.107982,0,1935
,8.37,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,30.33,26.676,30.744,-3.546,0,785
,135.81,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,3.6,-0.107982,0,2990
,4.68,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,38.412,26.676,30.744,-3.546,0,4701
,0.09,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,21.168,26.676,30.744,-3.546,0,5511
,35.1,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,26.676,3.6,-0.107982,0,2980
,70.02,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,5.4,0,-6.6735,5379
,7.2,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,21.168,26.676,30.744,-3.546,0,4321
,0.99,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,26.532,26.676,5.4,-4.41,0,5153
,7.83,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,26.676,5.4,0,-6.6735,5444
,4.5,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,3.6,-0.107982,0,3788
,715.59,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,3.6,-0.107982,0,3118
,2.16,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,30.528,26.676,30.744,-3.546,0,5087
,754.65,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,5.4,0,-6.6735,4403
,1.17,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,3.6,-0.107982,0,5190
,40.95,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,31.657374,26.676,3.6,-4.626,0,3821
,5.13,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,5.4,0,-6.6735,5174
,0.09,5,Urban,Urban,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,14.4,0,0,4734
,0.54,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,18.252,26.676,5.4,-4.41,0,4436
,2.43,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,22.504536,26.676,3.6,-4.626,0,5091
,0.36,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,22.504536,26.676,3.6,-4.626,0,5012
,15.39,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,39.731292,26.676,3.6,-4.626,0,5005
,15.12,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,3.6,-0.107982,0,4264
,33.57,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,27.126,26.676,5.4,0,-6.6735,4600
,1.35,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,26.676,3.6,-0.107982,0,2875
,0.09,2,Grassland,Grassland,Western Cool Temperate Orchard,Wetland,49.446,0,3.6,-0.107982,0,3780
,0.54,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,NA,27.126,0,3.6,-0.107982,0,3997
,2.16,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,LAC,30.528,0,30.744,-3.546,0,745
,1.98,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,NA,27.126,0,5.4,0,-6.6735,3502
,3.78,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,HAC,30.33,0,30.744,-3.546,0,488
,0.18,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Shrubland,NA,21.168,0,5.22,-1.638,0,3478
,1.44,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,27.126,0,0,0,0,1976
,0.63,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,NA,27.126,0,0,0,0,1733
,0.72,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,27.126,0,5.4,0,-6.6735,3491
,0.45,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Shrubland,Sandy,21.168,0,5.22,-1.638,0,3482
,0.63,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Shrubland,LAC,21.564,0,5.4,-4.41,0,1632
,0.27,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,22.504536,0,3.6,-4.626,0,1388
,0.18,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,27.126,0,3.6,-0.107982,0,3454
,0.9,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,49.446,0,0,0,0,1838
,0.63,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,NA,21.168,0,30.744,-3.546,0,1993
,0.72,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,HAC,31.657374,0,3.6,-4.626,0,4723
,0.27,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,LAC,31.855176,0,3.6,-4.626,0,2688
,2.07,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,39.731292,0,3.6,-4.626,0,2630
,0.72,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,HAC,38.016,0,0,0,0,4862
,0.27,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Shrubland,HAC,26.532,0,5.4,-4.41,0,5269
,0.63,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,LAC,36.18,0,5.4,0,-6.6735,4883
,6.39,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,HAC,38.016,0,5.4,0,-6.6735,4882
,0.54,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Shrubland,Wetland,33.39,0,5.4,-4.41,0,3812
,0.18,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Shrubland,Sandy,18.252,0,5.4,-4.41,0,2896
,1.53,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,Wetland,38.412,0,30.744,-3.546,0,3116
,1.89,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,Sandy,21.168,0,30.744,-3.546,0,2879
,0.99,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,49.446,0,3.6,-0.107982,0,3115
,1.17,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,HAC,38.016,0,3.6,-0.107982,0,3114
,0.45,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,LAC,36.18,0,0,0,0,2355
,18.63,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,49.446,0,5.4,0,-6.6735,4326
,0.36,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Shrubland,Wetland,38.412,0,5.22,-1.638,0,3171
,0.09,0,Wetland,Wetland,Pacific Coastal Marsh Systems,Sandy,27.126,35.388,5.4,0,-6.6735,6122
,0.09,0,Wetland,Wetland,Pacific Coastal Marsh Systems,HAC,38.016,35.388,5.4,0,-6.6735,6592
,8.37,7,Orchard,Orchard,Western Cool Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,7514
,0.63,3960,Orchard,Orchard,Western Cool Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,7457
,0.27,3960,Orchard,Orchard,Western Cool Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,7520
,0.09,2,Grassland,Grassland,Western Cool Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,6431
,0.27,3130,Grassland,Grassland,California Mesic Serpentine Grassland,LAC,36.18,20.412,3.6,-0.107982,0,7660
,0.09,2,Grassland,Grassland,California Mesic Serpentine Grassland,NA,27.126,20.412,3.6,-0.107982,0,7659
,0.18,2,Grassland,Grassland,California Mesic Serpentine Grassland,LAC,36.18,20.412,3.6,-0.107982,0,7658
,2.43,3130,Grassland,Grassland,California Mesic Serpentine Grassland,HAC,38.016,20.412,3.6,-0.107982,0,7422
,0.09,3130,Grassland,Grassland,California Mesic Serpentine Grassland,NA,27.126,20.412,3.6,-0.107982,0,7433
,0.09,0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,7274
,0.27,0,Wetland,Wetland,Western Warm Temperate Orchard,Wetland,49.446,0,5.4,0,-6.6735,6173
,0.09,2,Grassland,Grassland,Western Warm Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,4146
,0.09,8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,5322
,0.72,7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,3854
,1.89,7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,2422
,0.81,9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,3742
,0.09,5,Urban,Urban,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,7155
,0.18,4,Urban,Developed,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,6335
,0.09,5,Urban,Urban,Western Warm Temperate Orchard,HAC,38.016,0,14.4,0,0,6141
,137.07,7,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,1149
,16.47,9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,LAC,31.855176,0,3.6,-4.626,0,1698
,45.99,9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,HAC,31.657374,0,3.6,-4.626,0,1174
,0.09,4,Urban,Developed,Western Warm Temperate Orchard,Sandy,27.126,0,14.4,0,0,4195
,28.17,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Wetland,33.39,0,5.4,-4.41,0,1729
,7.47,3980,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,2029
,495.09,7,Orchard,Orchard,Western Warm Temperate Orchard,Sandy,21.168,0,30.744,-3.546,0,1802
,5.67,3980,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,1785
,7.11,2,Grassland,Grassland,Western Warm Temperate Orchard,Sandy,27.126,0,3.6,-0.107982,0,2105
,0.45,3980,Orchard,Orchard,Western Warm Temperate Orchard,NA,21.168,0,30.744,-3.546,0,3639
,3.42,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,LAC,21.564,0,5.4,-4.41,0,1626
,18.36,2,Grassland,Grassland,Western Warm Temperate Orchard,LAC,36.18,0,3.6,-0.107982,0,1909
,6.93,3980,Orchard,Orchard,Western Warm Temperate Orchard,Wetland,38.412,0,30.744,-3.546,0,1730
,1.53,7,Orchard,Orchard,Western Warm Temperate Orchard,NA,21.168,0,30.744,-3.546,0,3627
,145.8,7,Orchard,Orchard,Western Warm Temperate Orchard,LAC,30.528,0,30.744,-3.546,0,774
,1031.13,7,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,451
,63.81,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,HAC,26.532,0,5.4,-4.41,0,2663
,12.06,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,Sandy,18.252,0,5.4,-4.41,0,2658
,6.12,0,Wetland,Wetland,Western Warm Temperate Orchard,HAC,38.016,0,5.4,0,-6.6735,4805
,0.99,0,Wetland,Wetland,Western Warm Temperate Orchard,NA,27.126,0,5.4,0,-6.6735,3744
,29.25,2,Grassland,Grassland,Western Warm Temperate Orchard,HAC,38.016,0,3.6,-0.107982,0,2538
,0.36,2,Grassland,Grassland,Western Warm Temperate Orchard,NA,27.126,0,3.6,-0.107982,0,2898
,0.27,9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,NA,22.504536,0,3.6,-4.626,0,3739
,2.52,8,Vineyard,Vineyard,Western Warm Temperate Orchard,Wetland,38.412,0,5.22,-1.638,0,3045
,0.09,5,Urban,Urban,Western Warm Temperate Orchard,Wetland,49.446,0,14.4,0,0,5548
,4.77,0,Wetland,Wetland,Western Warm Temperate Orchard,Sandy,27.126,0,5.4,0,-6.6735,3721
,0.27,8,Vineyard,Vineyard,Western Warm Temperate Orchard,LAC,30.528,0,5.22,-1.638,0,3349
,46.53,9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Wetland,39.731292,0,3.6,-4.626,0,2410
,2.61,0,Wetland,Wetland,Western Warm Temperate Orchard,LAC,36.18,0,5.4,0,-6.6735,4475
,3.96,8,Vineyard,Vineyard,Western Warm Temperate Orchard,HAC,30.33,0,5.22,-1.638,0,2491
,8.28,2,Grassland,Grassland,Western Warm Temperate Orchard,Wetland,49.446,0,3.6,-0.107982,0,2763
,0.09,4,Urban,Developed,Western Warm Temperate Orchard,LAC,36.18,0,14.4,0,0,5603
,14.49,3980,Orchard,Orchard,Western Warm Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,3190
,23.85,0,Wetland,Wetland,Western Warm Temperate Orchard,Wetland,49.446,0,5.4,0,-6.6735,3228
,1.98,8,Vineyard,Vineyard,Western Warm Temperate Orchard,Sandy,21.168,0,5.22,-1.638,0,3300
,0.45,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Orchard,NA,18.252,0,5.4,-4.41,0,2938
,38.25,9,Annual Cropland,Annual Cropland,Western Warm Temperate Orchard,Sandy,22.504536,0,3.6,-4.626,0,2447
,0.09,3114,Forest,California Lower Montane Foothill Pine Woodland and Savanna,California Lower Montane Foothill Pine Woodland and Savanna,Wetland,49.446,304.65,152.325,0,0,6464
