OID_,AREA_HA,CUSTOMCODE,LANDCOVER_,EVT_NICK,EVT_NAME,IPCC_SOIL,SOC,TOTAL_MASS,TOT_MASS,N2O_EMISSI,CH4_EMISSI,gridcode14
,0.36,0,Wetland,Wetland,Western Cool Temperate Vineyard,Wetland,49.446,0,5.4,0,-6.6735,6415
,0.18,3961,Vineyard,Vineyard,Western Cool Temperate Vineyard,NA,21.168,0,5.22,-1.638,0,7341
,0.18,0,Wetland,Wetland,Western Cool Temperate Vineyard,HAC,38.016,0,5.4,0,-6.6735,6749
,0.81,3961,Vineyard,Vineyard,Western Cool Temperate Vineyard,HAC,30.33,0,5.22,-1.638,0,1620
,0.09,0,Wetland,Wetland,Western Cool Temperate Vineyard,Sandy,27.126,0,5.4,0,-6.6735,1853
,0.18,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Vineyard,HAC,26.532,0,5.4,-4.41,0,2185
,1.53,3961,Vineyard,Vineyard,Western Cool Temperate Vineyard,Sandy,21.168,0,5.22,-1.638,0,1706
,0.54,3961,Vineyard,Vineyard,Western Cool Temperate Vineyard,Wetland,38.412,0,5.22,-1.638,0,1594
,1.62,3961,Vineyard,Vineyard,Western Cool Temperate Vineyard,LAC,30.528,0,5.22,-1.638,0,1742
,0.18,2,Grassland,Grassland,Western Cool Temperate Vineyard,LAC,36.18,0,3.6,-0.107982,0,2228
,0.09,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Vineyard,Sandy,18.252,0,5.4,-4.41,0,2276
,0.18,7,Orchard,Orchard,Western Cool Temperate Vineyard,LAC,30.528,0,30.744,-3.546,0,2274
,0.99,7,Orchard,Orchard,Western Cool Temperate Vineyard,HAC,30.33,0,30.744,-3.546,0,377
,0.36,7,Orchard,Orchard,Western Cool Temperate Vineyard,Sandy,21.168,0,30.744,-3.546,0,1868
,0.09,9,Annual Cropland,Annual Cropland,Western Cool Temperate Vineyard,Wetland,39.731292,0,3.6,-4.626,0,1789
,0.81,11,Irrigated Pasture,Irrigated Pasture,Western Cool Temperate Vineyard,LAC,21.564,0,5.4,-4.41,0,1573
,0.36,2,Grassland,Grassland,Western Cool Temperate Vineyard,HAC,38.016,0,3.6,-0.107982,0,2357
,0.09,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Deciduous Forest,NA,21.168,0,30.744,-3.546,0,1971
,0.09,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Deciduous Forest,NA,27.126,0,3.6,-0.107982,0,1994
,0.18,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Deciduous Forest,Sandy,21.168,0,5.22,-1.638,0,3439
,0.09,3925,Annual Cropland,Western Warm Temperate Developed Ruderal Deciduous Forest,Western Warm Temperate Developed Ruderal Deciduous Forest,LAC,31.855176,0,3.6,-4.626,0,5424
,0.09,9,Annual Cropland,Annual Cropland,Western Cool Temperate Row Crop - Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,6479
,0.18,3963,Annual Cropland,Annual Cropland,Western Cool Temperate Row Crop - Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,2296
,0.36,2,Grassland,Grassland,Western Cool Temperate Row Crop - Close Grown Crop,HAC,38.016,0,3.6,-0.107982,0,40
,0.18,3927,Annual Cropland,Western Warm Temperate Developed Ruderal Mixed Forest,Western Warm Temperate Developed Ruderal Mixed Forest,HAC,31.657374,0,3.6,-4.626,0,7260
,0.81,2,Grassland,Grassland,Inter-Mountain Basins Semi-Desert Grassland,HAC,38.016,20.412,3.6,-0.107982,0,3658
,0.18,3920,Urban,Western Cool Temperate Developed Ruderal Deciduous Forest,Western Cool Temperate Developed Ruderal Deciduous Forest,Sandy,27.126,0,14.4,0,0,1951
,19.8,3099,Shrubland,California Xeric Serpentine Chaparral,California Xeric Serpentine Chaparral,HAC,38.016,4.23,2.115,0,0,7688
,0.36,3099,Shrubland,California Xeric Serpentine Chaparral,California Xeric Serpentine Chaparral,HAC,38.016,4.23,2.115,0,0,7694
,0.18,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,127.17,3.6,-0.107982,0,2581
,0.09,3019,Forest,Great Basin Pinyon-Juniper Woodland,Great Basin Pinyon-Juniper Woodland,HAC,38.016,403.07544,201.53772,0,0,7598
,1.53,7,Orchard,Orchard,California Annual Grassland,HAC,30.33,35.388,30.744,-3.546,0,473
,0.36,3184,Grassland,Grassland,California Annual Grassland,NA,27.126,35.388,3.6,-0.107982,0,1862
,0.45,3184,Grassland,Grassland,California Annual Grassland,Sandy,27.126,35.388,3.6,-0.107982,0,1878
,0.09,7,Orchard,Orchard,California Annual Grassland,Wetland,38.412,35.388,30.744,-3.546,0,1041
,0.18,3184,Grassland,Grassland,California Annual Grassland,LAC,36.18,35.388,3.6,-0.107982,0,2744
,0.09,9,Annual Cropland,Annual Cropland,California Annual Grassland,HAC,31.657374,35.388,3.6,-4.626,0,7644
,0.9,0,Wetland,Wetland,California Annual Grassland,HAC,38.016,35.388,5.4,0,-6.6735,5653
,5.67,0,Wetland,Wetland,California Annual Grassland,Wetland,49.446,35.388,5.4,0,-6.6735,5767
,0.45,3184,Grassland,Grassland,California Annual Grassland,Wetland,49.446,35.388,3.6,-0.107982,0,2311
,1.71,3184,Grassland,Grassland,California Annual Grassland,Sandy,27.126,35.388,3.6,-0.107982,0,1924
,0.09,3184,Grassland,Grassland,California Annual Grassland,LAC,36.18,35.388,3.6,-0.107982,0,2310
,22.14,7,Orchard,Orchard,California Annual Grassland,HAC,30.33,35.388,30.744,-3.546,0,327
,1.26,3184,Grassland,Grassland,California Annual Grassland,NA,27.126,35.388,3.6,-0.107982,0,1842
,9,2,Grassland,Grassland,California Annual Grassland,Wetland,49.446,35.388,3.6,-0.107982,0,2155
,3.96,2,Grassland,Grassland,California Annual Grassland,HAC,38.016,35.388,3.6,-0.107982,0,820
,0.09,4,Urban,Developed,California Annual Grassland,HAC,38.016,35.388,14.4,0,0,2170
,0.54,7,Orchard,Orchard,California Annual Grassland,Wetland,38.412,35.388,30.744,-3.546,0,435
,0.36,2,Grassland,Grassland,California Annual Grassland,Sandy,27.126,35.388,3.6,-0.107982,0,2156
,0.18,7,Orchard,Orchard,California Annual Grassland,Sandy,21.168,35.388,30.744,-3.546,0,2283
,0.36,3184,Grassland,Grassland,California Annual Grassland,HAC,38.016,35.388,3.6,-0.107982,0,468
,0.27,0,Wetland,Wetland,California Annual Grassland,Sandy,27.126,35.388,5.4,0,-6.6735,4538
,0.09,9,Annual Cropland,Annual Cropland,California Annual Grassland,Wetland,39.731292,35.388,3.6,-4.626,0,2372
,0.45,2,Grassland,Grassland,California Annual Grassland,LAC,36.18,35.388,3.6,-0.107982,0,2556
,0.18,0,Wetland,Wetland,California Annual Grassland,NA,27.126,35.388,5.4,0,-6.6735,4672
,0.18,9,Annual Cropland,Annual Cropland,California Annual Grassland,Sandy,22.504536,35.388,3.6,-4.626,0,2420
,0.09,3019,Forest,Great Basin Pinyon-Juniper Woodland,Great Basin Pinyon-Juniper Woodland,HAC,38.016,422.42688,211.21344,0,0,7599
,0.18,4,Urban,Developed,Western Warm Temperate Row Crop - Close Grown Crop,LAC,36.18,0,14.4,0,0,7012
,0.54,10,Rice,Rice,Western Warm Temperate Row Crop - Close Grown Crop,HAC,31.657374,0,1.8,-0.5148,-7.866,6400
,0.27,10,Rice,Rice,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,39.731292,0,1.8,-0.5148,-7.866,7052
,23.58,7,Orchard,Orchard,Western Warm Temperate Row Crop - Close Grown Crop,LAC,30.528,0,30.744,-3.546,0,2132
,0.72,3983,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,2259
,9.36,3983,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,31
,13.86,2,Grassland,Grassland,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,49.446,0,3.6,-0.107982,0,186
,3.42,8,Vineyard,Vineyard,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,21.168,0,5.22,-1.638,0,3409
,4.41,3983,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,22.504536,0,3.6,-4.626,0,3432
,3.42,7,Orchard,Orchard,Western Warm Temperate Row Crop - Close Grown Crop,NA,21.168,0,30.744,-3.546,0,2133
,5303.7,9,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,HAC,31.657374,0,3.6,-4.626,0,1121
,852.03,9,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,22.504536,0,3.6,-4.626,0,1183
,226.44,9,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,LAC,31.855176,0,3.6,-4.626,0,2262
,110.7,2,Grassland,Grassland,Western Warm Temperate Row Crop - Close Grown Crop,HAC,38.016,0,3.6,-0.107982,0,26
,19.26,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Row Crop - Close Grown Crop,LAC,21.564,0,5.4,-4.41,0,932
,10.44,4,Urban,Developed,Western Warm Temperate Row Crop - Close Grown Crop,HAC,38.016,0,14.4,0,0,2091
,0.27,2,Grassland,Grassland,Western Warm Temperate Row Crop - Close Grown Crop,NA,27.126,0,3.6,-0.107982,0,4125
,39.69,2,Grassland,Grassland,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,27.126,0,3.6,-0.107982,0,374
,419.76,7,Orchard,Orchard,Western Warm Temperate Row Crop - Close Grown Crop,HAC,30.33,0,30.744,-3.546,0,401
,0.81,8,Vineyard,Vineyard,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,38.412,0,5.22,-1.638,0,3319
,0.36,8,Vineyard,Vineyard,Western Warm Temperate Row Crop - Close Grown Crop,LAC,30.528,0,5.22,-1.638,0,3371
,221.04,7,Orchard,Orchard,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,21.168,0,30.744,-3.546,0,3064
,14.31,0,Wetland,Wetland,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,49.446,0,5.4,0,-6.6735,3794
,0.99,0,Wetland,Wetland,Western Warm Temperate Row Crop - Close Grown Crop,LAC,36.18,0,5.4,0,-6.6735,4260
,48.42,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Row Crop - Close Grown Crop,HAC,26.532,0,5.4,-4.41,0,2594
,9.63,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,33.39,0,5.4,-4.41,0,3656
,0.09,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Row Crop - Close Grown Crop,NA,18.252,0,5.4,-4.41,0,5507
,2.52,4,Urban,Developed,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,27.126,0,14.4,0,0,3857
,24.75,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,18.252,0,5.4,-4.41,0,2656
,0.63,3983,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,39.731292,0,3.6,-4.626,0,3104
,1.44,8,Vineyard,Vineyard,Western Warm Temperate Row Crop - Close Grown Crop,HAC,30.33,0,5.22,-1.638,0,2476
,16.29,0,Wetland,Wetland,Western Warm Temperate Row Crop - Close Grown Crop,HAC,38.016,0,5.4,0,-6.6735,4375
,1.89,4,Urban,Developed,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,49.446,0,14.4,0,0,3935
,2.79,9,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,NA,22.504536,0,3.6,-4.626,0,2861
,151.74,7,Orchard,Orchard,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,38.412,0,30.744,-3.546,0,2746
,1780.29,9,Annual Cropland,Annual Cropland,Western Warm Temperate Row Crop - Close Grown Crop,Wetland,39.731292,0,3.6,-4.626,0,2629
,0.36,0,Wetland,Wetland,Western Warm Temperate Row Crop - Close Grown Crop,NA,27.126,0,5.4,0,-6.6735,3956
,5.04,2,Grassland,Grassland,Western Warm Temperate Row Crop - Close Grown Crop,LAC,36.18,0,3.6,-0.107982,0,2356
,10.98,0,Wetland,Wetland,Western Warm Temperate Row Crop - Close Grown Crop,Sandy,27.126,0,5.4,0,-6.6735,3873
,0.18,3925,Annual Cropland,Western Warm Temperate Developed Ruderal Deciduous Forest,Western Warm Temperate Developed Ruderal Deciduous Forest,NA,22.504536,0,3.6,-4.626,0,3675
,3.33,0,Wetland,Wetland,Pacific Coastal Marsh Systems,Sandy,27.126,26.676,5.4,0,-6.6735,6018
,0.09,3163,Wetland,Wetland,Pacific Coastal Marsh Systems,Wetland,49.446,26.676,5.4,0,-6.6735,6917
,0.63,2,Grassland,Grassland,Pacific Coastal Marsh Systems,HAC,38.016,26.676,3.6,-0.107982,0,6002
,3.87,0,Wetland,Wetland,Pacific Coastal Marsh Systems,HAC,38.016,26.676,5.4,0,-6.6735,6001
,0.27,2,Grassland,Grassland,Pacific Coastal Marsh Systems,Sandy,27.126,26.676,3.6,-0.107982,0,6096
,0.09,3163,Wetland,Wetland,Pacific Coastal Marsh Systems,Sandy,27.126,26.676,5.4,0,-6.6735,6108
,0.18,0,Wetland,Wetland,Pacific Coastal Marsh Systems,LAC,36.18,26.676,5.4,0,-6.6735,5738
,0.18,0,Wetland,Wetland,Pacific Coastal Marsh Systems,NA,27.126,26.676,5.4,0,-6.6735,7290
,3.24,2,Grassland,Grassland,Pacific Coastal Marsh Systems,Wetland,49.446,26.676,3.6,-0.107982,0,5552
,30.15,0,Wetland,Wetland,Pacific Coastal Marsh Systems,Wetland,49.446,26.676,5.4,0,-6.6735,4688
,0.54,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,5.4,0,-6.6735,5796
,0.09,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,3.6,-0.107982,0,5995
,0.09,2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Mixed Forest,NA,27.126,0,3.6,-0.107982,0,7326
,0.18,3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,HAC,38.016,274.518,137.259,0,0,7666
,31.77,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Grassland,LAC,36.18,5.76,5.4,0,-6.6735,5834
,0.81,10,Rice,Rice,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,39.731292,5.76,1.8,-0.5148,-7.866,7459
,0.18,3949,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,NA,27.126,5.76,3.6,-0.107982,0,6365
,5.4,3949,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,49.446,5.76,3.6,-0.107982,0,6161
,0.81,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,18.252,5.76,5.4,-4.41,0,6296
,9.99,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,26.532,5.76,5.4,-4.41,0,6311
,0.27,4,Urban,Developed,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,38.016,5.76,14.4,0,0,6445
,2.25,9,Annual Cropland,Annual Cropland,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,39.731292,5.76,3.6,-4.626,0,6044
,19.89,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,33.39,5.76,5.4,-4.41,0,5752
,4.32,9,Annual Cropland,Annual Cropland,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,31.657374,5.76,3.6,-4.626,0,5884
,0.09,4,Urban,Developed,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,27.126,5.76,14.4,0,0,6287
,1.89,9,Annual Cropland,Annual Cropland,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,22.504536,5.76,3.6,-4.626,0,3993
,5.85,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,LAC,36.18,5.76,3.6,-0.107982,0,5142
,244.35,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,38.016,5.76,3.6,-0.107982,0,2872
,11.61,3949,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,38.016,5.76,3.6,-0.107982,0,3032
,8.55,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Grassland,NA,27.126,5.76,5.4,0,-6.6735,5130
,2.79,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,NA,27.126,5.76,3.6,-0.107982,0,2823
,14.22,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,27.126,5.76,3.6,-0.107982,0,5299
,1292.49,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,49.446,5.76,5.4,0,-6.6735,4892
,6.48,7,Orchard,Orchard,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,38.412,5.76,30.744,-3.546,0,4992
,197.01,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,Wetland,49.446,5.76,3.6,-0.107982,0,3391
,0.09,7,Orchard,Orchard,Western Warm Temperate Undeveloped Ruderal Grassland,LAC,30.528,5.76,30.744,-3.546,0,5170
,0.45,3949,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,LAC,36.18,5.76,3.6,-0.107982,0,5262
,2.7,7,Orchard,Orchard,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,30.33,5.76,30.744,-3.546,0,4869
,1.08,7,Orchard,Orchard,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,21.168,5.76,30.744,-3.546,0,4288
,38.34,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,27.126,5.76,5.4,0,-6.6735,4852
,238.32,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Grassland,HAC,38.016,5.76,5.4,0,-6.6735,5320
,1.89,3949,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Grassland,Sandy,27.126,5.76,3.6,-0.107982,0,5263
,0.09,3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,HAC,38.016,230.981886,115.490934,0,0,1020
,0.09,3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,NA,27.126,230.981886,115.490934,0,0,1021
,84.06,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Shrubland,Wetland,49.446,5.76,5.4,0,-6.6735,5896
,0.18,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Shrubland,LAC,36.18,5.76,5.4,0,-6.6735,6127
,0.27,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Shrubland,Sandy,27.126,5.76,5.4,0,-6.6735,6057
,0.36,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Shrubland,Wetland,49.446,5.76,3.6,-0.107982,0,6642
,0.09,9,Annual Cropland,Annual Cropland,Western Warm Temperate Undeveloped Ruderal Shrubland,Wetland,39.731292,5.76,3.6,-4.626,0,6341
,3.6,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Shrubland,NA,27.126,5.76,5.4,0,-6.6735,6262
,0.27,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Shrubland,HAC,38.016,5.76,3.6,-0.107982,0,6508
,24.03,0,Wetland,Wetland,Western Warm Temperate Undeveloped Ruderal Shrubland,HAC,38.016,5.76,5.4,0,-6.6735,6429
,0.18,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Shrubland,Sandy,27.126,5.76,3.6,-0.107982,0,6191
,0.09,2,Grassland,Grassland,Western Warm Temperate Undeveloped Ruderal Shrubland,LAC,36.18,5.76,3.6,-0.107982,0,3709
,0.09,7,Orchard,Orchard,Western Warm Temperate Undeveloped Ruderal Shrubland,Sandy,21.168,5.76,30.744,-3.546,0,3691
,0.09,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,127.17,63.585,0,0,7690
,2.16,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,146.547,0,0,7368
,1.53,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,146.547,0,0,7429
,0.09,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,146.547,0,0,3644
,0.18,0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,5.4,0,-6.6735,4060
,0.09,0,Wetland,Wetland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,5.4,0,-6.6735,3654
,0.18,7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,Wetland,38.412,293.094,30.744,-3.546,0,4357
,0.09,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,NA,27.126,127.17,63.585,0,0,7637
,0.45,2,Grassland,Grassland,Inter-Mountain Basins Montane Riparian Shrubland,HAC,38.016,230.981886,3.6,-0.107982,0,952
,0.27,3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,HAC,38.016,230.981886,115.490934,0,0,834
,0.81,11,Irrigated Pasture,Irrigated Pasture,Inter-Mountain Basins Montane Riparian Shrubland,HAC,26.532,230.981886,5.4,-4.41,0,784
,0.18,3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,LAC,36.18,230.981886,115.490934,0,0,2397
,0.09,0,Wetland,Wetland,Western Cool Temperate Undeveloped Ruderal Grassland,Wetland,49.446,0,5.4,0,-6.6735,7300
,0.09,3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,NA,27.126,230.981886,115.490934,0,0,2079
,1.44,3255,Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Inter-Mountain Basins Montane Riparian Shrubland,Sandy,27.126,230.981886,115.490934,0,0,2068
,0.45,3098,Forest,California Montane Woodland and Chaparral,California Montane Woodland and Chaparral,HAC,38.016,336.528,168.264,0,0,7309
,2.43,7,Orchard,Orchard,Western Cool Temperate Orchard,HAC,30.33,0,30.744,-3.546,0,7420
,0.09,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,22.504536,0,3.6,-4.626,0,5646
,0.09,8,Vineyard,Vineyard,Western Warm Temperate Developed Ruderal Shrubland,HAC,30.33,0,5.22,-1.638,0,6827
,0.09,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,27.126,0,0,0,0,6817
,0.27,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,49.446,0,3.6,-0.107982,0,6833
,0.54,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,49.446,0,5.4,0,-6.6735,6873
,0.09,0,Wetland,Wetland,Western Warm Temperate Developed Ruderal Shrubland,NA,27.126,0,5.4,0,-6.6735,6862
,0.09,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,HAC,38.016,0,0,0,0,6465
,2.97,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,HAC,38.016,0,3.6,-0.107982,0,4068
,0.09,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,49.446,0,0,0,0,3110
,0.27,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,Wetland,39.731292,0,3.6,-4.626,0,3799
,0.72,11,Irrigated Pasture,Irrigated Pasture,Western Warm Temperate Developed Ruderal Shrubland,HAC,26.532,0,5.4,-4.41,0,5485
,1.17,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,HAC,30.33,0,30.744,-3.546,0,4296
,0.09,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,Wetland,38.412,0,30.744,-3.546,0,4901
,0.54,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,Sandy,21.168,0,30.744,-3.546,0,3882
,0.09,7,Orchard,Orchard,Western Warm Temperate Developed Ruderal Shrubland,LAC,30.528,0,30.744,-3.546,0,5103
,0.27,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,Sandy,27.126,0,3.6,-0.107982,0,4262
,0.09,2,Grassland,Grassland,Western Warm Temperate Developed Ruderal Shrubland,LAC,36.18,0,3.6,-0.107982,0,5265
,0.72,9,Annual Cropland,Annual Cropland,Western Warm Temperate Developed Ruderal Shrubland,HAC,31.657374,0,3.6,-4.626,0,3814
,0.09,2,Grassland,Grassland,Western Cool Temperate Developed Ruderal Mixed Forest,HAC,38.016,0,3.6,-0.107982,0,7331
,2.79,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,3.6,-0.107982,0,6102
,0.09,5,Urban,Urban,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,14.4,0,0,6076
,0.18,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,33.39,26.676,5.4,-4.41,0,6537
,0.09,4,Urban,Developed,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,14.4,0,0,7221
,0.36,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,22.504536,26.676,3.6,-4.626,0,6565
,0.18,4,Urban,Developed,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,14.4,0,0,6740
,0.54,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,36.18,26.676,3.6,-0.107982,0,5948
,0.27,11,Irrigated Pasture,Irrigated Pasture,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,18.252,26.676,5.4,-4.41,0,5960
,4.32,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,3.6,-0.107982,0,4080
,34.65,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,31.657374,26.676,3.6,-4.626,0,3447
,1835.1,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,38.016,26.676,3.6,-0.107982,0,1146
,20.79,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,Sandy,21.168,26.676,30.744,-3.546,0,3474
,0.27,9,Annual Cropland,Annual Cropland,Introduced Upland Vegetation-Perennial Grassland and Forbland,LAC,31.855176,26.676,3.6,-4.626,0,2278
,436.23,0,Wetland,Wetland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,5.4,0,-6.6735,4158
,6.75,7,Orchard,Orchard,Introduced Upland Vegetation-Perennial Grassland and Forbland,HAC,30.33,26.676,30.744,-3.546,0,695
,0.18,3182,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,NA,27.126,26.676,3.6,-0.107982,0,5305
,766.98,2,Grassland,Grassland,Introduced Upland Vegetation-Perennial Grassland and Forbland,Wetland,49.446,26.676,3.6,-0.107982,0,3298
